Archive:  aer_20161214_data.zip
Zip file size: 53623786 bytes, number of entries: 1048
-rw-r--r--  2.0 unx    10677 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/NPlants/AVG_PLANT_SIZE.txt
-rw-r--r--  2.0 unx    27874 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/NPlants/NPLANTS_PreTrends.xml
-rw-r--r--  2.0 unx     3169 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/NPlants/AVG_PLANT_SIZE_PreTrends.txt
-rw-r--r--  2.0 unx    10805 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/NPlants/NPLANTS.txt
-rw-r--r--  2.0 unx    27839 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/NPlants/AVG_PLANT_SIZE_PreTrends.xml
-rw-r--r--  2.0 unx     3204 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/NPlants/NPLANTS_PreTrends.txt
-rw-r--r--  2.0 unx    87862 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/NPlants/AVG_PLANT_SIZE.xml
-rw-r--r--  2.0 unx    10321 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_RTR_NT.txt
-rw-r--r--  2.0 unx     9811 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_LongPT2.txt
-rw-r--r--  2.0 unx    10454 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_FRTC.txt
-rw-r--r--  2.0 unx    10267 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_ERP.txt
-rw-r--r--  2.0 unx    94649 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_LongPT1.xml
-rw-r--r--  2.0 unx    10602 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_WeightSize.txt
-rw-r--r--  2.0 unx    90019 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_FRTC.xml
-rw-r--r--  2.0 unx    90083 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_LongPT2.xml
-rw-r--r--  2.0 unx    89886 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_RTR_NT.xml
-rw-r--r--  2.0 unx    10324 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_LongPT1.txt
-rw-r--r--  2.0 unx    90167 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_WeightSize.xml
-rw-r--r--  2.0 unx    89832 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/RobustnessEarn_ERP.xml
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/trains/
-rw-r--r--  2.0 unx    26888 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/hs1996_to_industry.dta
-rw-r--r--  2.0 unx     2322 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/Minimum_Wage.dta
-rw-r--r--  2.0 unx     1052 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/atividade_to_imf_code.dta
-rw-r--r--  2.0 unx     9926 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/IndivFixedEffectReg.dta
-rw-r--r--  2.0 unx    57460 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/rais_codemun_to_mmc_1970_2010.dta
-rw-r--r--  2.0 unx   402907 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/imf_data.dta
-rw-r--r--  2.0 unx    64287 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/rais_codemun_to_mmc_1991_2010.dta
-rw-r--r--  2.0 unx     1118 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/cpi.dta
-rw-r--r--  2.0 unx   354558 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/comtrade_partner_imports_1989.dta
-rw-r--r--  2.0 unx     4254 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/mmc1970_to_c_mesoreg1970.dta
-rw-r--r--  2.0 unx     6576 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/kume_indmatch.dta
-rw-r--r--  2.0 unx     1259 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/industry_to_indmatch.dta
-rw-r--r--  2.0 unx    26423 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/hs1992_to_industry.dta
-rw-r--r--  2.0 unx     6545 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/commodity_prices_adao.dta
-rw-r--r--  2.0 unx     4838 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/mmc_1991_2010_to_c_mesoreg.dta
-rw-r--r--  2.0 unx     4838 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/mmc_drop.dta
-rw-r--r--  2.0 unx    17111 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/mmc1970_drop.dta
-rw-r--r--  2.0 unx     1070 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/indmatchnames.dta
-rw-r--r--  2.0 unx     3602 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/Data_Other_Descriptions.txt
-rw-r--r--  2.0 unx   631058 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/comtrade_partner_exports_1989.dta
-rw-r--r--  2.0 unx     1076 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/theta_indmatch.dta
-rw-r--r--  2.0 unx     1994 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/country_concord.dta
-rw-r--r--  2.0 unx  1896920 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/pwt71.dta
-rw-r--r--  2.0 unx     1179 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/subsibge_to_subsibge_rais.dta
-rw-r--r--  2.0 unx     1460 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/atividade_to_ind_adao.dta
-rw-r--r--  2.0 unx     5504 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/kume_subsibge.dta
-rw-r--r--  2.0 unx    42742 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/comtrade_h2_to_h1.dta
-rw-r--r--  2.0 unx    41366 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/comtrade_h3_to_h1.dta
-rw-r--r--  2.0 unx    13582 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/_CGP2015_BrazilChina_IS_XD_Censo_2000.dta
-rw-r--r--  2.0 unx     1175 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Data_Other/theta_industry.dta
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/argentina/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/chile/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/paraguay/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/peru/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/
-rw-r--r--  2.0 unx    62574 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_1996.dta
-rw-r--r--  2.0 unx    66382 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_1998.dta
-rw-r--r--  2.0 unx    50834 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2001.dta
-rw-r--r--  2.0 unx    75342 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2006.dta
-rw-r--r--  2.0 unx    75070 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2008.dta
-rw-r--r--  2.0 unx   138362 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2002.dta
-rw-r--r--  2.0 unx   205230 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2005.dta
-rw-r--r--  2.0 unx    76398 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2010.dta
-rw-r--r--  2.0 unx   170734 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_1995.dta
-rw-r--r--  2.0 unx    76542 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2009.dta
-rw-r--r--  2.0 unx    71838 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2007.dta
-rw-r--r--  2.0 unx    68798 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2000.dta
-rw-r--r--  2.0 unx    63390 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_1999.dta
-rw-r--r--  2.0 unx    66318 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_1997.dta
-rw-r--r--  2.0 unx   171822 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_1994.dta
-rw-r--r--  2.0 unx   201486 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2004.dta
-rw-r--r--  2.0 unx   189246 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2003.dta
-rw-r--r--  2.0 unx   181694 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_1997.dta
-rw-r--r--  2.0 unx   183950 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_1999.dta
-rw-r--r--  2.0 unx   200238 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2000.dta
-rw-r--r--  2.0 unx   206782 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2007.dta
-rw-r--r--  2.0 unx   212318 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2009.dta
-rw-r--r--  2.0 unx    67022 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2003.dta
-rw-r--r--  2.0 unx    67502 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2004.dta
-rw-r--r--  2.0 unx    39806 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_1994.dta
-rw-r--r--  2.0 unx   209374 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2008.dta
-rw-r--r--  2.0 unx   209454 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2006.dta
-rw-r--r--  2.0 unx   201838 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2001.dta
-rw-r--r--  2.0 unx   184846 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_1998.dta
-rw-r--r--  2.0 unx   181310 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_1996.dta
-rw-r--r--  2.0 unx    44498 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_1995.dta
-rw-r--r--  2.0 unx    75934 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2005.dta
-rw-r--r--  2.0 unx   214302 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_imports_2010.dta
-rw-r--r--  2.0 unx    45926 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/uruguay/uruguay_all_exports_2002.dta
-rw-r--r--  2.0 unx    69644 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1998.dta
-rw-r--r--  2.0 unx    63946 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1991.dta
-rw-r--r--  2.0 unx    68300 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1996.dta
-rw-r--r--  2.0 unx    63764 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2008.dta
-rw-r--r--  2.0 unx    68202 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2001.dta
-rw-r--r--  2.0 unx    66998 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2006.dta
-rw-r--r--  2.0 unx    59102 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2013.dta
-rw-r--r--  2.0 unx    63078 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2002.dta
-rw-r--r--  2.0 unx    63918 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2010.dta
-rw-r--r--  2.0 unx    64086 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2005.dta
-rw-r--r--  2.0 unx    59830 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1992.dta
-rw-r--r--  2.0 unx    59648 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1995.dta
-rw-r--r--  2.0 unx    59116 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1989.dta
-rw-r--r--  2.0 unx    64674 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2007.dta
-rw-r--r--  2.0 unx    59550 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2012.dta
-rw-r--r--  2.0 unx    68426 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2000.dta
-rw-r--r--  2.0 unx    63666 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2009.dta
-rw-r--r--  2.0 unx    70064 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1997.dta
-rw-r--r--  2.0 unx    61468 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1990.dta
-rw-r--r--  2.0 unx    68790 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1999.dta
-rw-r--r--  2.0 unx    60404 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1994.dta
-rw-r--r--  2.0 unx    60670 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1993.dta
-rw-r--r--  2.0 unx    63932 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2011.dta
-rw-r--r--  2.0 unx    63568 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2004.dta
-rw-r--r--  2.0 unx    63638 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2003.dta
-rw-r--r--  2.0 unx    62350 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1999.dta
-rw-r--r--  2.0 unx    54846 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1990.dta
-rw-r--r--  2.0 unx    60922 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1997.dta
-rw-r--r--  2.0 unx    60166 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2009.dta
-rw-r--r--  2.0 unx    62504 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2000.dta
-rw-r--r--  2.0 unx    62728 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2007.dta
-rw-r--r--  2.0 unx    63610 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2012.dta
-rw-r--r--  2.0 unx    66760 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2003.dta
-rw-r--r--  2.0 unx    60236 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2011.dta
-rw-r--r--  2.0 unx    66830 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2004.dta
-rw-r--r--  2.0 unx    65710 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1993.dta
-rw-r--r--  2.0 unx    66746 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1994.dta
-rw-r--r--  2.0 unx    63876 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2006.dta
-rw-r--r--  2.0 unx    63428 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2013.dta
-rw-r--r--  2.0 unx    63176 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2001.dta
-rw-r--r--  2.0 unx    61006 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2008.dta
-rw-r--r--  2.0 unx    59088 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1996.dta
-rw-r--r--  2.0 unx    57058 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1991.dta
-rw-r--r--  2.0 unx    61496 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1998.dta
-rw-r--r--  2.0 unx    56932 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_1989.dta
-rw-r--r--  2.0 unx    68426 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1995.dta
-rw-r--r--  2.0 unx    63428 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_1992.dta
-rw-r--r--  2.0 unx    59102 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_exports_2010.dta
-rw-r--r--  2.0 unx    66914 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2005.dta
-rw-r--r--  2.0 unx    67040 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/world/comtrade_world_imports_2002.dta
-rw-r--r--  2.0 unx   215006 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2008.dta
-rw-r--r--  2.0 unx   211294 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2006.dta
-rw-r--r--  2.0 unx   172974 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2001.dta
-rw-r--r--  2.0 unx   145486 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_1998.dta
-rw-r--r--  2.0 unx   138174 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_1996.dta
-rw-r--r--  2.0 unx    97886 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_1991.dta
-rw-r--r--  2.0 unx    83822 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_1995.dta
-rw-r--r--  2.0 unx    73102 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_1992.dta
-rw-r--r--  2.0 unx   113486 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2005.dta
-rw-r--r--  2.0 unx   209854 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2010.dta
-rw-r--r--  2.0 unx    96158 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2002.dta
-rw-r--r--  2.0 unx   142862 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_1997.dta
-rw-r--r--  2.0 unx   143262 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_1999.dta
-rw-r--r--  2.0 unx   165870 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2000.dta
-rw-r--r--  2.0 unx   213374 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2007.dta
-rw-r--r--  2.0 unx   208878 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2009.dta
-rw-r--r--  2.0 unx   103182 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2003.dta
-rw-r--r--  2.0 unx   109598 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2004.dta
-rw-r--r--  2.0 unx    74366 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_1993.dta
-rw-r--r--  2.0 unx    80958 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_1994.dta
-rw-r--r--  2.0 unx   116494 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2009.dta
-rw-r--r--  2.0 unx   112862 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2007.dta
-rw-r--r--  2.0 unx    96574 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2000.dta
-rw-r--r--  2.0 unx    86174 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_1999.dta
-rw-r--r--  2.0 unx    86446 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_1997.dta
-rw-r--r--  2.0 unx   134462 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_1994.dta
-rw-r--r--  2.0 unx   125262 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_1993.dta
-rw-r--r--  2.0 unx   191902 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2004.dta
-rw-r--r--  2.0 unx   185086 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2003.dta
-rw-r--r--  2.0 unx    74494 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_1991.dta
-rw-r--r--  2.0 unx    86094 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_1996.dta
-rw-r--r--  2.0 unx    85934 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_1998.dta
-rw-r--r--  2.0 unx    96590 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2001.dta
-rw-r--r--  2.0 unx   113518 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2006.dta
-rw-r--r--  2.0 unx   115006 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2008.dta
-rw-r--r--  2.0 unx   179694 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2002.dta
-rw-r--r--  2.0 unx   205726 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_2005.dta
-rw-r--r--  2.0 unx   121598 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_exports_2010.dta
-rw-r--r--  2.0 unx   109086 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_1992.dta
-rw-r--r--  2.0 unx   137262 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/colombia/colombia_all_imports_1995.dta
-rw-r--r--  2.0 unx   151646 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/chile/chile_all_exports_2002.dta
-rw-r--r--  2.0 unx   265102 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/chile/chile_all_imports_2010.dta
-rw-r--r--  2.0 unx   170286 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/chile/chile_all_exports_2005.dta
-rw-r--r--  2.0 unx   121918 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/chile/chile_all_exports_1992.dta
-rw-r--r--  2.0 unx   148494 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Other/comtrade/chile/chile_all_exports_1995.dta
